Date ,Price ,Open ,High ,Low ,Vol. ,Change %
"Feb 04, 2008 ",244.92 ,237.27 ,249.93 ,236.75 ,1.44M ,5.56%
"Feb 05, 2008 ",240.25 ,245.71 ,245.71 ,197.73 ,523.97K ,-1.91%
"Feb 06, 2008 ",224.06 ,232.00 ,234.53 ,220.93 ,1.23M ,-6.74%
"Feb 07, 2008 ",216.37 ,224.62 ,226.67 ,213.81 ,812.99K ,-3.43%
"Feb 08, 2008 ",222.56 ,216.71 ,224.06 ,214.68 ,830.92K ,2.86%
"Feb 11, 2008 ",222.85 ,223.04 ,225.67 ,209.85 ,1.13M ,0.13%
"Feb 12, 2008 ",223.12 ,225.67 ,227.78 ,220.06 ,1.23M ,0.12%
"Feb 13, 2008 ",216.18 ,216.18 ,225.67 ,212.62 ,931.66K ,-3.11%
"Feb 14, 2008 ",219.53 ,220.40 ,222.46 ,215.71 ,794.27K ,1.55%
"Feb 15, 2008 ",221.77 ,219.87 ,223.04 ,216.23 ,646.80K ,1.02%
"Feb 18, 2008 ",218.84 ,224.09 ,226.99 ,216.29 ,592.11K ,-1.32%
"Feb 19, 2008 ",217.42 ,216.81 ,224.09 ,216.21 ,796.13K ,-0.65%
"Feb 20, 2008 ",216.71 ,221.30 ,221.45 ,215.13 ,565.74K ,-0.33%
"Feb 21, 2008 ",227.62 ,224.09 ,229.89 ,218.50 ,1.99M ,5.03%
"Feb 22, 2008 ",225.04 ,231.47 ,231.47 ,221.98 ,730.45K ,-1.13%
"Feb 25, 2008 ",231.68 ,224.88 ,233.24 ,223.56 ,713.32K ,2.95%
"Feb 26, 2008 ",234.77 ,234.64 ,236.01 ,227.78 ,745.73K ,1.33%
"Feb 27, 2008 ",232.34 ,236.75 ,237.11 ,230.08 ,589.86K ,-1.04%
"Feb 28, 2008 ",235.90 ,231.95 ,237.54 ,228.84 ,1.31M ,1.53%
"Feb 29, 2008 ",230.44 ,233.58 ,234.64 ,221.72 ,1.18M ,-2.31%
"Mar 03, 2008 ",222.22 ,226.65 ,226.65 ,219.37 ,1.15M ,-3.57%
"Mar 04, 2008 ",221.24 ,221.98 ,223.93 ,217.24 ,507.33K ,-0.44%
"Mar 05, 2008 ",230.37 ,226.73 ,232.00 ,219.87 ,724.09K ,4.13%
"Mar 07, 2008 ",219.77 ,224.67 ,226.15 ,215.26 ,986.74K ,-4.60%
"Mar 10, 2008 ",212.23 ,214.60 ,230.73 ,209.85 ,941.98K ,-3.43%
"Mar 11, 2008 ",207.32 ,211.44 ,211.96 ,205.21 ,1.77M ,-2.31%
"Mar 12, 2008 ",205.61 ,220.80 ,220.87 ,204.58 ,1.16M ,-0.82%
"Mar 13, 2008 ",192.90 ,200.89 ,203.00 ,189.87 ,1.44M ,-6.18%
"Mar 14, 2008 ",194.72 ,192.90 ,200.31 ,190.95 ,1.63M ,0.94%
"Mar 17, 2008 ",186.71 ,194.04 ,197.73 ,183.49 ,2.04M ,-4.11%
"Mar 18, 2008 ",189.45 ,187.18 ,196.67 ,186.13 ,2.56M ,1.47%
"Mar 19, 2008 ",199.52 ,195.09 ,205.35 ,195.09 ,2.01M ,5.32%
"Mar 24, 2008 ",210.22 ,197.67 ,213.02 ,196.15 ,1.39M ,5.36%
"Mar 25, 2008 ",229.89 ,214.13 ,231.39 ,214.13 ,1.66M ,9.36%
"Mar 26, 2008 ",226.04 ,229.89 ,234.11 ,221.72 ,1.78M ,-1.67%
"Mar 27, 2008 ",226.44 ,224.09 ,229.31 ,222.43 ,2.29M ,0.18%
"Mar 28, 2008 ",239.12 ,227.25 ,242.28 ,225.15 ,1.63M ,5.60%
"Mar 31, 2008 ",227.83 ,237.06 ,237.06 ,216.71 ,1.52M ,-4.72%
"Apr 01, 2008 ",215.87 ,226.73 ,232.00 ,211.49 ,2.86M ,-5.25%
"Apr 02, 2008 ",218.95 ,220.93 ,229.31 ,216.37 ,1.22M ,1.43%
"Apr 03, 2008 ",230.08 ,219.74 ,233.00 ,219.74 ,1.76M ,5.08%
"Apr 04, 2008 ",218.77 ,229.89 ,230.95 ,217.37 ,1.07M ,-4.92%
"Apr 07, 2008 ",229.18 ,219.87 ,232.50 ,219.87 ,1.60M ,4.76%
"Apr 08, 2008 ",218.24 ,226.73 ,228.84 ,216.84 ,1.31M ,-4.77%
"Apr 09, 2008 ",216.68 ,218.82 ,219.77 ,214.07 ,944.07K ,-0.71%
"Apr 10, 2008 ",214.73 ,221.16 ,221.16 ,213.55 ,1.14M ,-0.90%
"Apr 11, 2008 ",213.81 ,216.18 ,218.77 ,212.07 ,1.38M ,-0.43%
"Apr 15, 2008 ",223.51 ,216.18 ,231.31 ,212.54 ,3.34M ,4.54%
"Apr 16, 2008 ",235.85 ,228.26 ,238.25 ,226.73 ,2.25M ,5.52%
"Apr 17, 2008 ",242.15 ,239.91 ,245.13 ,230.95 ,3.26M ,2.67%
"Apr 21, 2008 ",239.80 ,250.45 ,253.14 ,238.33 ,2.75M ,-0.97%
"Apr 22, 2008 ",227.36 ,237.27 ,238.33 ,223.70 ,2.53M ,-5.19%
"Apr 23, 2008 ",233.66 ,226.73 ,235.16 ,224.25 ,1.61M ,2.77%
"Apr 24, 2008 ",237.11 ,241.97 ,241.97 ,233.05 ,1.94M ,1.48%
"Apr 25, 2008 ",245.89 ,236.77 ,247.82 ,234.64 ,1.91M ,3.70%
"Apr 28, 2008 ",241.54 ,243.60 ,247.82 ,237.27 ,854.92K ,-1.77%
"Apr 29, 2008 ",252.51 ,241.68 ,253.88 ,240.96 ,2.34M ,4.54%
"Apr 30, 2008 ",257.70 ,252.56 ,259.68 ,249.06 ,1.93M ,2.06%
"May 02, 2008 ",264.82 ,258.36 ,268.07 ,258.36 ,3.26M ,2.76%
"May 05, 2008 ",258.50 ,266.80 ,266.80 ,256.94 ,1.68M ,-2.39%
"May 06, 2008 ",262.24 ,258.50 ,266.27 ,250.51 ,1.84M ,1.45%
"May 07, 2008 ",262.74 ,263.11 ,268.91 ,261.00 ,2.93M ,0.19%
"May 08, 2008 ",261.90 ,260.84 ,263.48 ,252.04 ,3.53M ,-0.32%
"May 09, 2008 ",264.14 ,263.64 ,266.01 ,256.39 ,3.29M ,0.86%
"May 12, 2008 ",266.35 ,266.25 ,268.91 ,256.12 ,4.53M ,0.84%
"May 13, 2008 ",259.84 ,268.88 ,268.91 ,258.63 ,1.80M ,-2.44%
"May 14, 2008 ",265.24 ,258.89 ,267.33 ,258.89 ,2.56M ,2.08%
"May 15, 2008 ",269.20 ,262.05 ,271.99 ,262.05 ,2.56M ,1.49%
"May 16, 2008 ",266.67 ,269.49 ,271.68 ,266.01 ,1.45M ,-0.94%
"May 20, 2008 ",262.00 ,263.64 ,266.22 ,259.60 ,1.28M ,-1.75%
"May 21, 2008 ",261.26 ,261.00 ,264.69 ,258.44 ,888.43K ,-0.28%
"May 22, 2008 ",257.78 ,258.36 ,262.00 ,256.33 ,1.19M ,-1.33%
"May 23, 2008 ",253.67 ,260.47 ,260.47 ,252.46 ,803.82K ,-1.59%
"May 26, 2008 ",252.48 ,251.09 ,257.26 ,247.92 ,1.45M ,-0.47%
"May 27, 2008 ",258.84 ,254.41 ,262.27 ,252.19 ,2.27M ,2.52%
"May 28, 2008 ",267.64 ,260.47 ,270.17 ,258.55 ,4.17M ,3.40%
"May 29, 2008 ",269.78 ,267.33 ,274.18 ,265.27 ,3.40M ,0.80%
"May 30, 2008 ",268.51 ,269.44 ,271.41 ,264.16 ,1.40M ,-0.47%
"Jun 02, 2008 ",263.16 ,268.51 ,274.18 ,259.42 ,1.63M ,-1.99%
"Jun 03, 2008 ",266.38 ,259.52 ,267.85 ,253.62 ,1.30M ,1.22%
"Jun 04, 2008 ",262.11 ,259.13 ,267.56 ,258.36 ,1.26M ,-1.60%
"Jun 05, 2008 ",278.98 ,261.00 ,280.48 ,257.41 ,2.49M ,6.44%
"Jun 06, 2008 ",266.59 ,280.51 ,282.09 ,263.64 ,1.40M ,-4.44%
"Jun 09, 2008 ",253.25 ,263.11 ,263.11 ,250.40 ,1.77M ,-5.00%
"Jun 10, 2008 ",251.17 ,253.62 ,255.73 ,244.18 ,1.50M ,-0.82%
"Jun 11, 2008 ",251.14 ,253.09 ,254.41 ,248.08 ,1.49M ,-0.01%
"Jun 12, 2008 ",254.33 ,249.37 ,257.05 ,244.71 ,1.25M ,1.27%
"Jun 13, 2008 ",252.04 ,252.09 ,257.76 ,248.87 ,1.75M ,-0.90%
"Jun 16, 2008 ",257.07 ,256.52 ,258.89 ,253.88 ,581.00K ,2.00%
"Jun 17, 2008 ",260.63 ,256.76 ,262.98 ,253.14 ,1.12M ,1.38%
"Jun 18, 2008 ",256.25 ,262.58 ,262.58 ,254.20 ,788.72K ,-1.68%
"Jun 19, 2008 ",258.81 ,247.90 ,260.84 ,247.90 ,1.00M ,1.00%
"Jun 20, 2008 ",249.80 ,258.36 ,260.95 ,247.90 ,576.08K ,-3.48%
"Jun 23, 2008 ",252.38 ,247.82 ,256.36 ,244.39 ,975.02K ,1.03%
"Jun 24, 2008 ",247.90 ,253.09 ,256.65 ,247.82 ,1.12M ,-1.78%
"Jun 25, 2008 ",239.36 ,243.13 ,245.71 ,236.80 ,1.32M ,-3.44%
"Jun 26, 2008 ",254.49 ,244.13 ,260.60 ,238.99 ,2.74M ,6.32%
"Jun 27, 2008 ",232.37 ,242.02 ,242.02 ,227.25 ,1.64M ,-8.69%
"Jun 30, 2008 ",231.97 ,235.16 ,239.36 ,228.34 ,807.28K ,-0.17%
"Jul 01, 2008 ",218.69 ,230.95 ,236.75 ,216.18 ,1.13M ,-5.72%
"Jul 02, 2008 ",231.02 ,220.40 ,236.75 ,218.69 ,1.69M ,5.64%
"Jul 03, 2008 ",226.89 ,228.84 ,230.37 ,223.56 ,1.35M ,-1.79%
"Jul 04, 2008 ",225.49 ,226.73 ,231.08 ,224.14 ,696.19K ,-0.62%
"Jul 07, 2008 ",233.48 ,227.25 ,235.40 ,227.25 ,598.46K ,3.54%
"Jul 08, 2008 ",221.85 ,226.78 ,229.89 ,218.42 ,1.16M ,-4.98%
"Jul 09, 2008 ",229.05 ,226.57 ,231.31 ,220.48 ,2.76M ,3.25%
"Jul 10, 2008 ",227.49 ,228.84 ,234.11 ,224.43 ,2.15M ,-0.68%
"Jul 11, 2008 ",217.34 ,229.65 ,234.11 ,215.68 ,2.32M ,-4.46%
"Jul 14, 2008 ",212.54 ,217.34 ,218.82 ,209.38 ,1.36M ,-2.21%
"Jul 15, 2008 ",199.41 ,210.91 ,216.13 ,196.15 ,2.56M ,-6.18%
"Jul 16, 2008 ",195.25 ,200.63 ,203.34 ,192.93 ,1.50M ,-2.09%
"Jul 17, 2008 ",200.47 ,199.31 ,205.64 ,195.62 ,2.49M ,2.67%
"Jul 18, 2008 ",193.11 ,201.42 ,205.58 ,187.71 ,3.99M ,-3.67%
"Jul 21, 2008 ",196.70 ,192.98 ,200.81 ,176.77 ,3.10M ,1.86%
"Jul 22, 2008 ",208.17 ,197.73 ,209.85 ,196.15 ,2.13M ,5.83%
"Jul 23, 2008 ",215.05 ,208.27 ,218.29 ,206.24 ,2.58M ,3.30%
"Jul 24, 2008 ",214.97 ,216.18 ,217.76 ,201.55 ,2.45M ,-0.04%
"Jul 25, 2008 ",214.76 ,213.55 ,221.45 ,208.80 ,1.76M ,-0.10%
"Jul 28, 2008 ",215.02 ,213.55 ,218.29 ,211.96 ,1.08M ,0.12%
"Jul 29, 2008 ",212.31 ,175.24 ,214.07 ,175.24 ,706.04K ,-1.26%
"Jul 30, 2008 ",222.85 ,208.27 ,224.09 ,204.11 ,1.19M ,4.96%
"Jul 31, 2008 ",219.03 ,223.56 ,233.85 ,215.13 ,4.32M ,-1.71%
"Aug 01, 2008 ",228.76 ,216.18 ,229.47 ,214.60 ,1.52M ,4.44%
"Aug 04, 2008 ",227.49 ,228.84 ,234.11 ,224.09 ,1.06M ,-0.56%
"Aug 05, 2008 ",235.98 ,226.73 ,237.27 ,222.56 ,2.45M ,3.73%
"Aug 06, 2008 ",238.91 ,234.11 ,245.18 ,234.11 ,2.21M ,1.24%
"Aug 07, 2008 ",237.06 ,240.17 ,242.97 ,235.27 ,2.01M ,-0.77%
"Aug 08, 2008 ",230.76 ,234.64 ,239.91 ,229.36 ,849.25K ,-2.66%
"Aug 11, 2008 ",233.42 ,237.27 ,237.27 ,227.31 ,1.12M ,1.15%
"Aug 12, 2008 ",228.47 ,233.58 ,237.75 ,226.28 ,1.13M ,-2.12%
"Aug 13, 2008 ",228.12 ,224.09 ,230.84 ,224.09 ,1.03M ,-0.15%
"Aug 14, 2008 ",226.41 ,229.36 ,233.58 ,224.72 ,1.94M ,-0.75%
"Aug 18, 2008 ",227.78 ,224.62 ,231.79 ,224.17 ,1.15M ,0.61%
"Aug 19, 2008 ",228.02 ,227.25 ,229.36 ,220.93 ,734.23K ,0.11%
"Aug 20, 2008 ",228.65 ,228.02 ,230.81 ,226.20 ,880.70K ,0.28%
"Aug 21, 2008 ",222.01 ,226.73 ,229.86 ,220.51 ,1.50M ,-2.90%
"Aug 22, 2008 ",220.80 ,218.82 ,225.41 ,216.84 ,993.42K ,-0.55%
"Aug 25, 2008 ",221.45 ,223.56 ,231.82 ,220.43 ,487.32K ,0.29%
"Aug 26, 2008 ",226.36 ,221.45 ,226.73 ,220.43 ,607.54K ,2.22%
"Aug 27, 2008 ",224.75 ,226.70 ,228.84 ,223.67 ,677.86K ,-0.71%
"Aug 28, 2008 ",218.34 ,225.15 ,227.73 ,215.31 ,3.13M ,-2.85%
"Aug 29, 2008 ",227.99 ,218.82 ,228.84 ,218.82 ,609.33K ,4.42%
"Sep 01, 2008 ",228.86 ,226.73 ,231.92 ,223.30 ,885.85K ,0.38%
"Sep 02, 2008 ",237.77 ,228.86 ,241.49 ,228.86 ,1.45M ,3.89%
"Sep 04, 2008 ",236.30 ,234.79 ,237.27 ,232.11 ,1.02M ,-0.62%
"Sep 05, 2008 ",224.01 ,234.64 ,234.64 ,222.90 ,1.20M ,-5.20%
"Sep 08, 2008 ",228.70 ,228.47 ,236.22 ,227.47 ,2.33M ,2.09%
"Sep 09, 2008 ",229.47 ,228.70 ,232.53 ,225.30 ,1.07M ,0.34%
"Sep 10, 2008 ",227.73 ,229.36 ,233.48 ,226.20 ,1.70M ,-0.76%
"Sep 11, 2008 ",225.04 ,227.73 ,227.78 ,223.56 ,1.20M ,-1.18%
"Sep 12, 2008 ",221.27 ,225.67 ,225.75 ,218.53 ,2.00M ,-1.68%
"Sep 15, 2008 ",212.97 ,211.62 ,221.27 ,201.42 ,1.83M ,-3.75%
"Sep 16, 2008 ",206.45 ,195.28 ,210.33 ,195.28 ,1.77M ,-3.06%
"Sep 17, 2008 ",210.83 ,210.86 ,212.49 ,204.42 ,1.47M ,2.12%
"Sep 18, 2008 ",209.51 ,206.16 ,216.71 ,199.92 ,2.29M ,-0.63%
"Sep 19, 2008 ",219.85 ,213.55 ,226.12 ,213.55 ,3.36M ,4.94%
"Sep 22, 2008 ",218.66 ,236.06 ,236.06 ,216.18 ,1.51M ,-0.54%
"Sep 23, 2008 ",205.21 ,210.91 ,213.55 ,204.08 ,2.06M ,-6.15%
"Sep 24, 2008 ",195.33 ,196.49 ,207.69 ,192.51 ,4.27M ,-4.81%
"Sep 25, 2008 ",185.65 ,198.20 ,198.20 ,183.52 ,7.85M ,-4.96%
"Sep 26, 2008 ",181.51 ,184.41 ,188.47 ,179.83 ,2.82M ,-2.23%
"Sep 29, 2008 ",180.91 ,192.45 ,192.45 ,174.08 ,2.55M ,-0.33%
"Sep 30, 2008 ",179.22 ,178.75 ,186.65 ,168.78 ,2.42M ,-0.93%
"Oct 01, 2008 ",184.12 ,169.57 ,185.44 ,169.57 ,1.26M ,2.73%
"Oct 03, 2008 ",180.17 ,192.14 ,192.14 ,177.69 ,769.19K ,-2.15%
"Oct 06, 2008 ",167.78 ,184.44 ,184.44 ,165.19 ,2.16M ,-6.88%
"Oct 07, 2008 ",162.56 ,173.95 ,174.26 ,155.55 ,4.00M ,-3.11%
"Oct 08, 2008 ",149.09 ,160.34 ,160.34 ,140.20 ,5.94M ,-8.29%
"Oct 10, 2008 ",138.75 ,145.37 ,147.11 ,127.60 ,5.20M ,-6.94%
"Oct 13, 2008 ",149.85 ,141.31 ,151.43 ,139.20 ,3.85M ,8.00%
"Oct 14, 2008 ",153.81 ,161.40 ,169.10 ,151.91 ,4.00M ,2.64%
"Oct 15, 2008 ",145.87 ,147.69 ,155.23 ,142.89 ,2.71M ,-5.16%
"Oct 16, 2008 ",146.90 ,141.68 ,150.01 ,126.02 ,2.15M ,0.71%
"Oct 17, 2008 ",135.77 ,147.64 ,152.86 ,134.03 ,1.72M ,-7.58%
"Oct 20, 2008 ",148.64 ,137.09 ,152.91 ,137.09 ,3.28M ,9.48%
"Oct 21, 2008 ",156.52 ,152.91 ,158.18 ,148.95 ,3.15M ,5.30%
"Oct 22, 2008 ",147.32 ,152.91 ,156.44 ,144.08 ,2.30M ,-5.88%
"Oct 23, 2008 ",143.50 ,141.68 ,158.18 ,136.56 ,3.54M ,-2.59%
"Oct 24, 2008 ",123.96 ,140.25 ,143.79 ,116.53 ,2.60M ,-13.62%
"Oct 27, 2008 ",115.79 ,120.06 ,123.33 ,95.12 ,5.98M ,-6.59%
"Oct 28, 2008 ",126.04 ,119.69 ,127.97 ,116.16 ,361.04K ,8.85%
"Oct 29, 2008 ",135.51 ,132.95 ,139.62 ,120.06 ,7.20M ,7.51%
"Oct 31, 2008 ",143.76 ,137.67 ,154.46 ,137.67 ,4.92M ,6.09%
"Nov 03, 2008 ",145.79 ,149.75 ,150.80 ,139.81 ,2.20M ,1.41%
"Nov 04, 2008 ",138.62 ,146.58 ,147.64 ,131.98 ,5.32M ,-4.92%
"Nov 05, 2008 ",143.15 ,139.36 ,146.27 ,135.77 ,3.83M ,3.27%
"Nov 06, 2008 ",133.43 ,139.73 ,144.66 ,127.65 ,3.01M ,-6.79%
"Nov 07, 2008 ",137.04 ,134.30 ,139.67 ,126.62 ,2.83M ,2.71%
"Nov 10, 2008 ",142.02 ,141.31 ,144.47 ,138.25 ,1.77M ,3.63%
"Nov 11, 2008 ",130.97 ,138.67 ,145.47 ,128.42 ,2.70M ,-7.78%
"Nov 12, 2008 ",130.58 ,130.24 ,138.04 ,126.10 ,3.15M ,-0.30%
"Nov 14, 2008 ",127.23 ,134.45 ,136.77 ,122.35 ,3.55M ,-2.57%
"Nov 17, 2008 ",132.95 ,129.08 ,134.40 ,121.38 ,2.74M ,4.50%
"Nov 18, 2008 ",121.27 ,129.76 ,131.29 ,120.22 ,3.20M ,-8.79%
"Nov 19, 2008 ",117.34 ,125.49 ,125.49 ,116.03 ,2.44M ,-3.24%
"Nov 20, 2008 ",115.31 ,115.31 ,117.85 ,109.04 ,2.35M ,-1.73%
"Nov 21, 2008 ",121.14 ,113.63 ,123.86 ,112.34 ,3.22M ,5.06%
"Nov 24, 2008 ",123.49 ,121.35 ,124.91 ,117.05 ,2.81M ,1.94%
"Nov 25, 2008 ",120.53 ,126.55 ,134.30 ,118.64 ,2.98M ,-2.40%
"Nov 26, 2008 ",126.97 ,120.22 ,129.02 ,120.22 ,3.22M ,5.34%
"Nov 28, 2008 ",127.94 ,118.64 ,133.19 ,118.64 ,5.34M ,0.76%
"Dec 01, 2008 ",123.22 ,124.20 ,131.82 ,120.80 ,3.14M ,-3.69%
"Dec 02, 2008 ",122.85 ,116.00 ,123.65 ,113.47 ,2.40M ,-0.30%
"Dec 03, 2008 ",117.34 ,123.12 ,125.39 ,114.58 ,3.30M ,-4.49%
"Dec 04, 2008 ",122.67 ,118.64 ,123.59 ,117.05 ,1.89M ,4.54%
"Dec 05, 2008 ",119.85 ,122.67 ,123.22 ,118.16 ,2.02M ,-2.30%
"Dec 08, 2008 ",125.70 ,123.91 ,129.18 ,122.64 ,2.82M ,4.88%
"Dec 10, 2008 ",137.78 ,128.07 ,139.20 ,126.02 ,2.84M ,9.61%
"Dec 11, 2008 ",131.66 ,139.73 ,139.73 ,129.00 ,2.07M ,-4.44%
"Dec 12, 2008 ",125.41 ,128.71 ,128.71 ,121.80 ,2.34M ,-4.75%
"Dec 15, 2008 ",123.38 ,127.60 ,135.93 ,122.12 ,3.12M ,-1.62%
"Dec 16, 2008 ",126.31 ,122.91 ,126.99 ,121.43 ,1.69M ,2.37%
"Dec 17, 2008 ",128.60 ,129.18 ,131.32 ,123.38 ,2.27M ,1.81%
"Dec 18, 2008 ",131.77 ,130.24 ,136.30 ,128.13 ,3.32M ,2.47%
"Dec 19, 2008 ",131.32 ,131.82 ,135.51 ,129.23 ,3.13M ,-0.34%
"Dec 22, 2008 ",130.13 ,131.82 ,133.66 ,127.65 ,1.84M ,-0.91%
"Dec 23, 2008 ",128.10 ,129.18 ,130.63 ,126.89 ,1.93M ,-1.56%
"Dec 24, 2008 ",122.56 ,129.71 ,134.35 ,119.88 ,5.93M ,-4.32%
"Dec 26, 2008 ",119.51 ,122.59 ,124.44 ,118.69 ,2.04M ,-2.49%
"Dec 29, 2008 ",119.61 ,120.75 ,121.17 ,112.84 ,2.11M ,0.08%
"Dec 30, 2008 ",124.38 ,121.59 ,125.20 ,118.64 ,1.93M ,3.99%
"Dec 31, 2008 ",123.07 ,125.44 ,126.23 ,121.80 ,1.56M ,-1.05%
"Jan 01, 2009 ",130.84 ,123.07 ,132.35 ,123.07 ,1.39M ,6.31%
"Jan 02, 2009 ",128.50 ,130.84 ,133.77 ,126.86 ,2.17M ,-1.79%
"Jan 05, 2009 ",129.58 ,130.24 ,132.32 ,127.47 ,2.18M ,0.84%
"Jan 06, 2009 ",127.97 ,131.53 ,131.53 ,125.10 ,2.14M ,-1.24%
"Jan 07, 2009 ",129.00 ,130.24 ,131.82 ,120.48 ,3.57M ,0.80%
"Jan 09, 2009 ",132.32 ,127.86 ,134.45 ,121.27 ,4.07M ,2.57%
"Jan 12, 2009 ",119.90 ,129.18 ,129.18 ,117.11 ,6.70M ,-9.39%
"Jan 13, 2009 ",126.70 ,117.05 ,129.05 ,105.98 ,19.01M ,5.67%
"Jan 14, 2009 ",128.55 ,129.18 ,133.85 ,125.57 ,6.77M ,1.46%
"Jan 15, 2009 ",124.04 ,123.91 ,126.44 ,114.31 ,5.78M ,-3.51%
"Jan 16, 2009 ",125.68 ,126.15 ,128.13 ,120.80 ,2.78M ,1.32%
"Jan 19, 2009 ",122.01 ,126.81 ,126.81 ,120.40 ,3.09M ,-2.92%
"Jan 20, 2009 ",120.30 ,120.75 ,122.75 ,118.00 ,2.01M ,-1.40%
"Jan 21, 2009 ",115.84 ,118.56 ,118.61 ,112.31 ,5.21M ,-3.71%
"Jan 22, 2009 ",114.95 ,116.95 ,120.59 ,112.60 ,3.14M ,-0.77%
"Jan 23, 2009 ",112.60 ,113.42 ,114.95 ,109.80 ,2.00M ,-2.04%
"Jan 27, 2009 ",119.19 ,113.89 ,120.56 ,113.55 ,2.47M ,5.85%
"Jan 28, 2009 ",123.43 ,120.22 ,125.91 ,120.22 ,2.27M ,3.56%
"Jan 29, 2009 ",119.82 ,123.91 ,123.91 ,116.58 ,3.31M ,-2.92%
"Jan 30, 2009 ",122.09 ,119.64 ,123.62 ,116.53 ,2.91M ,1.89%
"Feb 02, 2009 ",116.03 ,120.75 ,120.75 ,114.23 ,1.56M ,-4.96%
"Feb 03, 2009 ",118.48 ,121.27 ,121.27 ,115.24 ,1.82M ,2.11%
"Feb 04, 2009 ",118.14 ,119.45 ,122.33 ,117.13 ,1.35M ,-0.29%
"Feb 05, 2009 ",115.92 ,119.16 ,119.69 ,114.18 ,1.23M ,-1.88%
"Feb 06, 2009 ",118.24 ,116.53 ,119.95 ,116.53 ,1.75M ,2.00%
"Feb 09, 2009 ",119.24 ,118.90 ,120.96 ,115.21 ,2.34M ,0.85%
"Feb 10, 2009 ",119.08 ,119.69 ,121.22 ,117.27 ,1.72M ,-0.13%
"Feb 11, 2009 ",117.03 ,117.05 ,118.58 ,116.63 ,1.38M ,-1.72%
"Feb 12, 2009 ",117.24 ,117.05 ,118.08 ,115.24 ,1.02M ,0.18%
"Feb 13, 2009 ",118.00 ,117.32 ,119.69 ,116.53 ,1.66M ,0.65%
