Date ,Price ,Open ,High ,Low ,Vol. ,Change %
"May 10, 2011 ",436.30 ,435.10 ,442.45 ,432.20 ,361.61K ,0.03%
"May 11, 2011 ",439.15 ,439.90 ,442.90 ,435.25 ,702.22K ,0.65%
"May 12, 2011 ",433.30 ,434.15 ,439.80 ,431.60 ,524.83K ,-1.33%
"May 13, 2011 ",442.55 ,433.00 ,445.20 ,432.50 ,1.18M ,2.13%
"May 16, 2011 ",439.95 ,444.70 ,444.70 ,435.15 ,748.68K ,-0.59%
"May 17, 2011 ",437.50 ,437.20 ,443.70 ,434.30 ,786.06K ,-0.56%
"May 18, 2011 ",446.15 ,438.00 ,450.00 ,438.00 ,873.24K ,1.98%
"May 19, 2011 ",442.80 ,448.60 ,448.60 ,440.20 ,284.90K ,-0.75%
"May 20, 2011 ",447.35 ,446.80 ,448.85 ,440.50 ,372.88K ,1.03%
"May 23, 2011 ",440.05 ,440.00 ,442.00 ,435.00 ,336.31K ,-1.63%
"May 24, 2011 ",439.90 ,438.55 ,444.95 ,438.55 ,706.85K ,-0.03%
"May 25, 2011 ",435.60 ,442.00 ,442.00 ,430.55 ,950.87K ,-0.98%
"May 26, 2011 ",434.90 ,437.10 ,439.85 ,432.75 ,1.71M ,-0.16%
"May 27, 2011 ",442.05 ,433.10 ,444.70 ,433.10 ,597.06K ,1.64%
"May 30, 2011 ",441.80 ,441.55 ,446.65 ,439.65 ,616.96K ,-0.06%
"May 31, 2011 ",446.40 ,440.40 ,450.50 ,440.40 ,1.91M ,1.04%
"Jun 01, 2011 ",448.30 ,445.10 ,450.90 ,445.10 ,446.58K ,0.43%
"Jun 02, 2011 ",442.95 ,445.00 ,447.45 ,441.30 ,619.35K ,-1.19%
"Jun 03, 2011 ",443.10 ,439.00 ,449.90 ,439.00 ,545.23K ,0.03%
"Jun 06, 2011 ",445.05 ,442.00 ,446.95 ,438.00 ,390.15K ,0.44%
"Jun 07, 2011 ",440.60 ,442.50 ,444.50 ,439.55 ,941.42K ,-1.00%
"Jun 08, 2011 ",441.20 ,441.80 ,443.30 ,437.60 ,440.87K ,0.14%
"Jun 09, 2011 ",438.80 ,440.50 ,442.55 ,435.50 ,922.04K ,-0.54%
"Jun 10, 2011 ",437.45 ,437.80 ,442.00 ,434.10 ,718.48K ,-0.31%
"Jun 13, 2011 ",435.45 ,434.45 ,438.50 ,432.60 ,689.03K ,-0.46%
"Jun 14, 2011 ",436.85 ,435.50 ,440.00 ,435.50 ,456.84K ,0.32%
"Jun 15, 2011 ",424.40 ,437.00 ,438.45 ,422.15 ,2.07M ,-2.85%
"Jun 16, 2011 ",416.05 ,422.65 ,423.00 ,414.75 ,1.13M ,-1.97%
"Jun 17, 2011 ",408.85 ,413.60 ,418.90 ,408.00 ,747.51K ,-1.73%
"Jun 20, 2011 ",402.30 ,410.00 ,412.45 ,381.45 ,1.83M ,-1.60%
"Jun 21, 2011 ",402.40 ,402.60 ,405.50 ,395.50 ,1.01M ,0.02%
"Jun 22, 2011 ",403.80 ,402.60 ,408.95 ,401.50 ,836.57K ,0.35%
"Jun 23, 2011 ",409.90 ,402.25 ,412.00 ,402.25 ,808.96K ,1.51%
"Jun 24, 2011 ",424.20 ,409.60 ,425.80 ,408.10 ,1.12M ,3.49%
"Jun 27, 2011 ",422.65 ,422.45 ,428.30 ,418.30 ,892.75K ,-0.37%
"Jun 28, 2011 ",419.10 ,421.10 ,424.00 ,413.00 ,1.31M ,-0.84%
"Jun 29, 2011 ",420.55 ,418.70 ,422.70 ,417.75 ,785.46K ,0.35%
"Jun 30, 2011 ",417.60 ,422.45 ,424.05 ,411.60 ,1.56M ,-0.70%
"Jul 01, 2011 ",423.15 ,423.80 ,424.95 ,418.00 ,1.06M ,1.33%
"Jul 04, 2011 ",424.40 ,427.70 ,427.70 ,422.30 ,1.63M ,0.30%
"Jul 05, 2011 ",428.00 ,422.65 ,430.50 ,422.50 ,1.02M ,0.85%
"Jul 06, 2011 ",424.85 ,427.80 ,429.80 ,422.60 ,2.51M ,-0.74%
"Jul 07, 2011 ",431.05 ,424.00 ,432.40 ,420.05 ,893.79K ,1.46%
"Jul 08, 2011 ",431.50 ,431.00 ,435.00 ,350.00 ,1.15M ,0.10%
"Jul 11, 2011 ",420.90 ,427.30 ,429.00 ,417.35 ,464.74K ,-2.46%
"Jul 12, 2011 ",414.60 ,412.50 ,417.65 ,407.60 ,1.70M ,-1.50%
"Jul 13, 2011 ",413.50 ,410.50 ,415.40 ,410.50 ,667.21K ,-0.27%
"Jul 14, 2011 ",411.50 ,411.15 ,414.90 ,410.05 ,563.30K ,-0.48%
"Jul 15, 2011 ",414.80 ,414.20 ,417.00 ,410.40 ,570.16K ,0.80%
"Jul 18, 2011 ",413.65 ,412.15 ,416.30 ,410.30 ,518.43K ,-0.28%
"Jul 19, 2011 ",415.20 ,414.85 ,417.00 ,410.65 ,912.64K ,0.37%
"Jul 20, 2011 ",398.95 ,417.00 ,417.00 ,395.05 ,4.69M ,-3.91%
"Jul 21, 2011 ",401.10 ,398.00 ,402.80 ,392.95 ,829.25K ,0.54%
"Jul 22, 2011 ",405.85 ,404.95 ,407.00 ,402.05 ,1.26M ,1.18%
"Jul 25, 2011 ",410.15 ,406.00 ,411.60 ,401.80 ,682.81K ,1.06%
"Jul 26, 2011 ",410.45 ,409.90 ,412.30 ,405.15 ,1.15M ,0.07%
"Jul 27, 2011 ",402.55 ,408.05 ,409.90 ,401.45 ,1.15M ,-1.92%
"Jul 28, 2011 ",395.00 ,395.90 ,399.90 ,391.30 ,1.21M ,-1.88%
"Jul 29, 2011 ",389.30 ,391.55 ,400.00 ,388.00 ,1.10M ,-1.44%
"Aug 01, 2011 ",391.90 ,391.50 ,397.20 ,387.00 ,498.16K ,0.67%
"Aug 02, 2011 ",383.45 ,391.05 ,391.90 ,382.10 ,862.65K ,-2.16%
"Aug 03, 2011 ",381.20 ,379.00 ,385.00 ,376.00 ,1.27M ,-0.59%
"Aug 04, 2011 ",375.70 ,379.65 ,383.65 ,375.00 ,1.08M ,-1.44%
"Aug 05, 2011 ",367.30 ,362.05 ,370.70 ,359.05 ,1.34M ,-2.24%
"Aug 08, 2011 ",357.85 ,355.00 ,360.40 ,337.00 ,2.85M ,-2.57%
"Aug 09, 2011 ",346.75 ,340.10 ,352.10 ,338.30 ,3.50M ,-3.10%
"Aug 10, 2011 ",354.90 ,353.00 ,358.30 ,349.15 ,2.15M ,2.35%
"Aug 11, 2011 ",352.90 ,349.00 ,356.70 ,347.55 ,1.24M ,-0.56%
"Aug 12, 2011 ",342.95 ,356.00 ,357.70 ,337.00 ,1.87M ,-2.82%
"Aug 16, 2011 ",340.40 ,345.00 ,348.85 ,336.70 ,957.23K ,-0.74%
"Aug 17, 2011 ",344.30 ,338.00 ,352.25 ,338.00 ,1.64M ,1.15%
"Aug 18, 2011 ",328.15 ,345.00 ,345.50 ,323.95 ,2.40M ,-4.69%
"Aug 19, 2011 ",320.35 ,320.00 ,327.95 ,310.50 ,1.56M ,-2.38%
"Aug 22, 2011 ",332.35 ,317.60 ,337.45 ,315.10 ,1.04M ,3.75%
"Aug 23, 2011 ",332.95 ,335.00 ,338.00 ,320.70 ,1.13M ,0.18%
"Aug 24, 2011 ",329.85 ,333.00 ,335.00 ,326.20 ,1.28M ,-0.93%
"Aug 25, 2011 ",328.20 ,331.80 ,332.90 ,325.25 ,1.86M ,-0.50%
"Aug 26, 2011 ",319.75 ,326.60 ,330.75 ,316.40 ,1.01M ,-2.57%
"Aug 29, 2011 ",328.90 ,323.15 ,335.75 ,323.15 ,1.25M ,2.86%
"Aug 30, 2011 ",335.25 ,334.40 ,338.40 ,325.60 ,1.38M ,1.93%
"Sep 02, 2011 ",334.35 ,345.10 ,352.95 ,328.60 ,1.53M ,-0.27%
"Sep 05, 2011 ",321.75 ,330.00 ,333.30 ,320.00 ,2.73M ,-3.77%
"Sep 06, 2011 ",323.05 ,320.00 ,330.00 ,312.30 ,2.04M ,0.40%
"Sep 07, 2011 ",329.55 ,326.60 ,330.95 ,326.10 ,1.53M ,2.01%
"Sep 08, 2011 ",338.15 ,330.05 ,344.00 ,330.05 ,2.21M ,2.61%
"Sep 09, 2011 ",338.35 ,338.25 ,342.00 ,332.30 ,1.81M ,0.06%
"Sep 12, 2011 ",325.20 ,329.00 ,332.30 ,323.00 ,1.76M ,-3.89%
"Sep 13, 2011 ",329.10 ,327.80 ,333.60 ,323.35 ,1.11M ,1.20%
"Sep 14, 2011 ",342.40 ,330.10 ,346.40 ,326.35 ,2.23M ,4.04%
"Sep 15, 2011 ",348.20 ,346.10 ,350.00 ,339.00 ,1.86M ,1.69%
"Sep 16, 2011 ",338.75 ,349.20 ,354.35 ,337.75 ,1.50M ,-2.71%
"Sep 19, 2011 ",341.00 ,339.00 ,344.80 ,337.00 ,958.75K ,0.66%
"Sep 20, 2011 ",350.95 ,341.95 ,355.00 ,340.20 ,2.08M ,2.92%
"Sep 21, 2011 ",356.65 ,351.90 ,359.95 ,351.10 ,1.71M ,1.62%
"Sep 22, 2011 ",340.35 ,350.75 ,352.70 ,337.15 ,1.57M ,-4.57%
"Sep 23, 2011 ",339.50 ,338.00 ,348.90 ,334.30 ,1.96M ,-0.25%
"Sep 26, 2011 ",340.05 ,340.35 ,346.50 ,337.20 ,1.65M ,0.16%
"Sep 27, 2011 ",348.20 ,343.30 ,353.80 ,343.00 ,1.85M ,2.40%
"Sep 28, 2011 ",347.55 ,351.40 ,358.40 ,345.15 ,1.85M ,-0.19%
"Sep 29, 2011 ",347.60 ,346.00 ,350.00 ,342.25 ,1.30M ,0.01%
"Sep 30, 2011 ",340.80 ,348.50 ,352.80 ,335.10 ,1.21M ,-1.96%
"Oct 03, 2011 ",330.20 ,335.00 ,336.75 ,323.60 ,1.28M ,-3.11%
"Oct 04, 2011 ",333.55 ,326.55 ,338.00 ,325.35 ,1.21M ,1.01%
"Oct 05, 2011 ",327.95 ,336.05 ,341.85 ,326.00 ,1.35M ,-1.68%
"Oct 07, 2011 ",333.80 ,338.00 ,345.00 ,330.00 ,1.87M ,1.78%
"Oct 10, 2011 ",348.90 ,335.05 ,350.00 ,334.30 ,763.08K ,4.52%
"Oct 11, 2011 ",341.70 ,352.30 ,353.95 ,338.65 ,1.07M ,-2.06%
"Oct 12, 2011 ",350.55 ,347.05 ,358.70 ,347.05 ,2.50M ,2.59%
"Oct 13, 2011 ",349.50 ,353.00 ,355.00 ,348.50 ,971.91K ,-0.30%
"Oct 14, 2011 ",363.30 ,346.70 ,364.95 ,346.70 ,1.66M ,3.95%
"Oct 17, 2011 ",356.80 ,364.05 ,366.40 ,354.75 ,1.01M ,-1.79%
"Oct 18, 2011 ",346.05 ,348.65 ,351.70 ,342.70 ,540.51K ,-3.01%
"Oct 19, 2011 ",357.60 ,346.80 ,358.90 ,346.80 ,945.72K ,3.34%
"Oct 20, 2011 ",354.55 ,352.25 ,355.90 ,347.00 ,486.76K ,-0.85%
"Oct 21, 2011 ",354.05 ,356.40 ,358.00 ,350.25 ,615.20K ,-0.14%
"Oct 24, 2011 ",358.10 ,357.05 ,365.00 ,355.70 ,652.14K ,1.14%
"Oct 25, 2011 ",372.15 ,360.55 ,381.95 ,354.20 ,2.64M ,3.92%
"Oct 26, 2011 ",368.70 ,370.10 ,374.50 ,367.15 ,147.47K ,-0.93%
"Oct 28, 2011 ",374.05 ,376.55 ,390.00 ,365.65 ,1.70M ,1.45%
"Oct 31, 2011 ",366.60 ,375.00 ,385.00 ,363.40 ,3.51M ,-1.99%
"Nov 01, 2011 ",372.05 ,367.75 ,374.90 ,364.95 ,1.99M ,1.49%
"Nov 02, 2011 ",374.15 ,369.95 ,377.00 ,364.55 ,1.44M ,0.56%
"Nov 03, 2011 ",370.80 ,373.85 ,373.85 ,366.75 ,1.03M ,-0.90%
"Nov 04, 2011 ",371.85 ,373.20 ,377.00 ,368.50 ,982.40K ,0.28%
"Nov 08, 2011 ",369.30 ,368.35 ,373.50 ,367.20 ,374.87K ,-0.69%
"Nov 09, 2011 ",376.50 ,369.30 ,380.50 ,369.30 ,1.17M ,1.95%
"Nov 11, 2011 ",382.10 ,374.00 ,387.30 ,370.45 ,3.75M ,1.49%
"Nov 14, 2011 ",387.40 ,382.35 ,389.45 ,382.35 ,1.64M ,1.39%
"Nov 15, 2011 ",383.75 ,384.95 ,386.90 ,382.20 ,884.98K ,-0.94%
"Nov 16, 2011 ",374.15 ,382.00 ,384.10 ,368.25 ,1.41M ,-2.50%
"Nov 17, 2011 ",367.65 ,371.55 ,378.10 ,363.10 ,1.48M ,-1.74%
"Nov 18, 2011 ",374.00 ,365.10 ,377.00 ,360.05 ,2.04M ,1.73%
"Nov 21, 2011 ",370.10 ,370.00 ,374.50 ,365.65 ,1.28M ,-1.04%
"Nov 22, 2011 ",377.80 ,370.10 ,380.00 ,368.25 ,1.41M ,2.08%
"Nov 23, 2011 ",365.90 ,373.95 ,374.80 ,361.25 ,1.18M ,-3.15%
"Nov 24, 2011 ",370.65 ,363.30 ,374.40 ,361.90 ,1.57M ,1.30%
"Nov 25, 2011 ",369.95 ,367.00 ,373.00 ,365.00 ,3.45M ,-0.19%
"Nov 28, 2011 ",372.05 ,374.80 ,376.80 ,369.20 ,2.12M ,0.57%
"Nov 29, 2011 ",373.70 ,373.90 ,376.00 ,370.55 ,2.56M ,0.44%
"Nov 30, 2011 ",377.20 ,373.90 ,382.00 ,371.80 ,3.10M ,0.94%
"Dec 01, 2011 ",386.45 ,384.00 ,394.00 ,381.65 ,1.42M ,2.45%
"Dec 02, 2011 ",391.80 ,384.85 ,400.00 ,379.05 ,4.94M ,1.38%
"Dec 05, 2011 ",390.15 ,390.10 ,397.00 ,386.55 ,1.57M ,-0.42%
"Dec 07, 2011 ",404.10 ,390.00 ,405.60 ,388.00 ,3.25M ,3.58%
"Dec 08, 2011 ",412.75 ,400.10 ,415.25 ,398.55 ,3.20M ,2.14%
"Dec 09, 2011 ",404.95 ,408.50 ,412.90 ,401.55 ,1.47M ,-1.89%
"Dec 12, 2011 ",414.75 ,405.20 ,419.80 ,402.70 ,2.04M ,2.42%
"Dec 13, 2011 ",412.60 ,413.70 ,420.90 ,405.25 ,1.90M ,-0.52%
"Dec 14, 2011 ",415.55 ,410.05 ,417.85 ,409.40 ,1.70M ,0.71%
"Dec 15, 2011 ",406.60 ,415.00 ,418.00 ,402.50 ,4.35M ,-2.15%
"Dec 16, 2011 ",403.65 ,402.35 ,409.40 ,396.35 ,1.76M ,-0.73%
"Dec 19, 2011 ",404.00 ,399.05 ,405.15 ,392.30 ,1.05M ,0.09%
"Dec 20, 2011 ",396.15 ,402.20 ,407.00 ,392.00 ,1.38M ,-1.94%
"Dec 21, 2011 ",407.15 ,402.90 ,411.90 ,393.40 ,2.22M ,2.78%
"Dec 22, 2011 ",397.55 ,396.05 ,403.10 ,393.50 ,1.85M ,-2.36%
"Dec 23, 2011 ",406.00 ,401.00 ,409.00 ,395.75 ,1.15M ,2.13%
"Dec 26, 2011 ",406.30 ,403.15 ,411.80 ,403.15 ,915.32K ,0.07%
"Dec 27, 2011 ",406.85 ,408.00 ,411.70 ,404.00 ,607.81K ,0.14%
"Dec 28, 2011 ",397.05 ,405.35 ,410.75 ,394.25 ,1.66M ,-2.41%
"Dec 29, 2011 ",398.35 ,396.00 ,400.40 ,394.50 ,1.49M ,0.33%
"Dec 30, 2011 ",398.70 ,395.20 ,402.50 ,395.20 ,1.20M ,0.09%
"Jan 02, 2012 ",399.00 ,399.00 ,401.90 ,395.40 ,640.67K ,0.08%
"Jan 03, 2012 ",416.50 ,402.35 ,417.90 ,401.35 ,2.16M ,4.39%
"Jan 04, 2012 ",418.25 ,418.70 ,425.00 ,415.35 ,1.90M ,0.42%
"Jan 05, 2012 ",414.95 ,415.70 ,422.90 ,411.20 ,1.14M ,-0.79%
"Jan 06, 2012 ",405.75 ,412.95 ,412.95 ,403.10 ,1.25M ,-2.22%
"Jan 09, 2012 ",401.15 ,407.00 ,408.50 ,400.05 ,847.02K ,-1.13%
"Jan 10, 2012 ",403.55 ,404.05 ,407.60 ,401.90 ,1.19M ,0.60%
"Jan 11, 2012 ",401.30 ,403.75 ,406.95 ,399.40 ,1.01M ,-0.56%
"Jan 12, 2012 ",391.45 ,390.00 ,397.45 ,382.50 ,2.92M ,-2.45%
"Jan 13, 2012 ",401.00 ,394.40 ,404.85 ,390.70 ,1.09M ,2.44%
"Jan 16, 2012 ",407.45 ,398.50 ,408.80 ,397.55 ,768.10K ,1.61%
"Jan 17, 2012 ",415.15 ,406.00 ,419.00 ,405.90 ,1.76M ,1.89%
"Jan 18, 2012 ",404.10 ,410.10 ,413.90 ,402.55 ,831.34K ,-2.66%
"Jan 19, 2012 ",404.15 ,406.00 ,409.40 ,399.25 ,1.34M ,0.01%
"Jan 20, 2012 ",413.75 ,415.00 ,424.90 ,410.10 ,4.31M ,2.38%
"Jan 23, 2012 ",415.80 ,410.75 ,420.50 ,410.75 ,1.48M ,0.50%
"Jan 24, 2012 ",419.05 ,415.75 ,422.00 ,415.10 ,1.19M ,0.78%
"Jan 25, 2012 ",419.55 ,419.05 ,422.90 ,416.00 ,1.17M ,0.12%
"Jan 27, 2012 ",418.00 ,421.00 ,422.00 ,415.70 ,794.47K ,-0.37%
"Jan 30, 2012 ",409.80 ,415.10 ,422.00 ,408.00 ,1.21M ,-1.96%
"Jan 31, 2012 ",413.90 ,410.55 ,415.50 ,410.10 ,1.26M ,1.00%
"Feb 01, 2012 ",411.85 ,413.00 ,414.60 ,410.00 ,1.06M ,-0.50%
"Feb 02, 2012 ",426.05 ,413.00 ,429.00 ,413.00 ,3.30M ,3.45%
"Feb 03, 2012 ",427.45 ,426.00 ,429.05 ,421.75 ,1.86M ,0.33%
"Feb 06, 2012 ",427.10 ,429.95 ,432.15 ,422.60 ,778.98K ,-0.08%
"Feb 07, 2012 ",428.05 ,427.15 ,431.35 ,426.00 ,941.84K ,0.22%
"Feb 08, 2012 ",434.60 ,428.35 ,438.75 ,428.30 ,1.62M ,1.53%
"Feb 09, 2012 ",445.60 ,430.45 ,448.40 ,428.40 ,1.84M ,2.53%
"Feb 10, 2012 ",449.35 ,445.00 ,450.45 ,441.05 ,986.25K ,0.84%
"Feb 13, 2012 ",436.60 ,446.00 ,448.00 ,435.45 ,767.31K ,-2.84%
"Feb 14, 2012 ",435.10 ,434.90 ,439.75 ,432.00 ,618.17K ,-0.34%
"Feb 15, 2012 ",436.10 ,436.10 ,440.75 ,433.40 ,1.07M ,0.23%
"Feb 16, 2012 ",439.35 ,435.00 ,440.50 ,433.05 ,784.89K ,0.75%
"Feb 17, 2012 ",448.85 ,445.00 ,453.00 ,438.25 ,1.49M ,2.16%
"Feb 21, 2012 ",443.70 ,447.10 ,450.70 ,441.20 ,1.41M ,-1.15%
"Feb 22, 2012 ",442.80 ,443.70 ,451.00 ,440.05 ,1.41M ,-0.20%
"Feb 23, 2012 ",441.45 ,439.25 ,445.95 ,436.40 ,1.31M ,-0.30%
"Feb 24, 2012 ",437.90 ,440.10 ,447.80 ,435.35 ,698.63K ,-0.80%
"Feb 27, 2012 ",424.80 ,440.00 ,440.80 ,422.15 ,780.80K ,-2.99%
"Feb 28, 2012 ",420.25 ,424.90 ,430.90 ,418.50 ,1.29M ,-1.07%
"Feb 29, 2012 ",432.35 ,424.65 ,436.25 ,421.30 ,1.16M ,2.88%
"Mar 01, 2012 ",424.85 ,433.00 ,433.00 ,418.90 ,1.03M ,-1.73%
"Mar 02, 2012 ",429.00 ,426.10 ,443.05 ,420.35 ,1.14M ,0.98%
"Mar 05, 2012 ",431.35 ,425.00 ,434.45 ,422.00 ,506.39K ,0.55%
"Mar 06, 2012 ",432.10 ,427.90 ,439.00 ,426.50 ,905.59K ,0.17%
"Mar 07, 2012 ",439.95 ,428.80 ,444.00 ,428.60 ,2.08M ,1.82%
"Mar 09, 2012 ",432.20 ,443.50 ,448.05 ,429.25 ,1.58M ,-1.76%
"Mar 12, 2012 ",437.75 ,435.10 ,440.15 ,429.50 ,1.74M ,1.28%
"Mar 13, 2012 ",430.95 ,432.10 ,434.00 ,427.55 ,1.05M ,-1.55%
"Mar 14, 2012 ",426.05 ,431.55 ,431.95 ,421.40 ,1.20M ,-1.14%
"Mar 15, 2012 ",427.45 ,421.85 ,431.80 ,420.55 ,1.34M ,0.33%
"Mar 16, 2012 ",428.55 ,430.10 ,435.90 ,426.50 ,707.02K ,0.26%
"Mar 19, 2012 ",428.00 ,425.15 ,429.00 ,419.95 ,1.02M ,-0.13%
"Mar 20, 2012 ",429.60 ,425.25 ,430.40 ,425.20 ,1.21M ,0.37%
"Mar 21, 2012 ",427.60 ,428.50 ,433.95 ,423.20 ,892.39K ,-0.47%
"Mar 22, 2012 ",421.30 ,428.80 ,432.80 ,419.25 ,1.07M ,-1.47%
"Mar 23, 2012 ",425.25 ,420.25 ,427.60 ,420.10 ,1.70M ,0.94%
"Mar 26, 2012 ",371.81 ,373.48 ,377.70 ,369.93 ,1.25M ,-12.57%
"Mar 27, 2012 ",376.47 ,372.65 ,377.62 ,365.80 ,1.54M ,1.25%
"Mar 28, 2012 ",377.75 ,375.24 ,378.76 ,370.85 ,1.57M ,0.34%
"Mar 29, 2012 ",383.85 ,376.87 ,385.79 ,370.45 ,3.05M ,1.61%
"Mar 30, 2012 ",386.75 ,382.54 ,388.16 ,378.80 ,1.52M ,0.76%
"Apr 02, 2012 ",389.43 ,384.56 ,390.18 ,383.42 ,1.24M ,0.69%
"Apr 03, 2012 ",392.38 ,391.37 ,394.49 ,387.68 ,764.25K ,0.76%
"Apr 04, 2012 ",390.01 ,389.30 ,396.95 ,386.89 ,1.05M ,-0.60%
"Apr 09, 2012 ",385.83 ,385.39 ,390.97 ,384.21 ,609.57K ,-1.07%
"Apr 10, 2012 ",391.41 ,386.05 ,394.84 ,386.05 ,1.33M ,1.45%
"Apr 11, 2012 ",391.89 ,387.15 ,393.70 ,386.75 ,1.00M ,0.12%
"Apr 12, 2012 ",385.88 ,389.57 ,392.03 ,384.43 ,356.23K ,-1.53%
"Apr 13, 2012 ",368.48 ,371.90 ,384.87 ,363.03 ,3.58M ,-4.51%
"Apr 16, 2012 ",369.93 ,368.21 ,375.81 ,363.12 ,2.34M ,0.39%
"Apr 17, 2012 ",370.14 ,369.09 ,373.48 ,369.00 ,2.03M ,0.06%
"Apr 18, 2012 ",375.59 ,373.66 ,377.44 ,373.18 ,744.09K ,1.47%
"Apr 19, 2012 ",369.66 ,376.96 ,376.96 ,368.39 ,1.60M ,-1.58%
"Apr 20, 2012 ",373.31 ,369.88 ,376.03 ,369.71 ,948.89K ,0.99%
"Apr 23, 2012 ",372.74 ,370.06 ,374.76 ,370.06 ,806.90K ,-0.15%
"Apr 24, 2012 ",388.42 ,375.15 ,390.27 ,375.15 ,1.85M ,4.21%
"Apr 25, 2012 ",360.65 ,371.73 ,371.73 ,356.61 ,6.03M ,-7.15%
"Apr 26, 2012 ",353.84 ,362.06 ,362.63 ,350.20 ,4.55M ,-1.89%
"Apr 27, 2012 ",356.61 ,353.27 ,359.42 ,353.27 ,916.01K ,0.78%
"Apr 30, 2012 ",355.95 ,356.00 ,359.25 ,353.27 ,860.49K ,-0.19%
"May 02, 2012 ",355.03 ,356.96 ,360.04 ,353.45 ,1.15M ,-0.26%
"May 03, 2012 ",362.37 ,354.85 ,363.51 ,353.89 ,1.78M ,2.07%
"May 04, 2012 ",364.61 ,362.37 ,369.00 ,361.40 ,1.99M ,0.62%
"May 07, 2012 ",363.69 ,360.21 ,369.53 ,357.67 ,1.11M ,-0.25%
"May 08, 2012 ",355.03 ,359.51 ,359.56 ,347.17 ,1.82M ,-2.38%
"May 09, 2012 ",357.01 ,352.61 ,360.08 ,350.94 ,1.28M ,0.56%
"May 10, 2012 ",359.12 ,357.23 ,365.22 ,356.92 ,981.34K ,0.59%
"May 11, 2012 ",352.31 ,355.91 ,361.71 ,349.01 ,765.30K ,-1.90%
"May 14, 2012 ",354.59 ,350.02 ,356.92 ,350.02 ,816.82K ,0.65%
"May 15, 2012 ",355.25 ,350.06 ,360.21 ,350.06 ,962.34K ,0.19%
"May 16, 2012 ",343.04 ,351.73 ,358.46 ,341.45 ,1.53M ,-3.44%
"May 17, 2012 ",343.39 ,343.65 ,347.87 ,339.04 ,1.53M ,0.10%
"May 18, 2012 ",343.82 ,336.14 ,345.41 ,336.00 ,873.94K ,0.13%
"May 21, 2012 ",336.75 ,341.01 ,346.15 ,333.94 ,1.08M ,-2.06%
"May 22, 2012 ",335.21 ,338.16 ,340.62 ,334.12 ,846.51K ,-0.46%
"May 23, 2012 ",338.29 ,336.14 ,340.00 ,332.80 ,662.99K ,0.92%
"May 24, 2012 ",344.75 ,338.33 ,345.98 ,334.03 ,854.51K ,1.91%
"May 25, 2012 ",346.33 ,344.49 ,348.00 ,341.19 ,493.71K ,0.46%
"May 28, 2012 ",351.38 ,347.12 ,353.14 ,346.59 ,623.22K ,1.46%
"May 29, 2012 ",360.08 ,350.24 ,361.49 ,348.88 ,733.32K ,2.48%
"May 30, 2012 ",362.19 ,356.17 ,364.70 ,356.17 ,825.03K ,0.59%
"May 31, 2012 ",360.30 ,356.44 ,365.36 ,355.03 ,1.65M ,-0.52%
"Jun 01, 2012 ",352.83 ,355.38 ,356.00 ,349.76 ,1.18M ,-2.07%
"Jun 04, 2012 ",348.22 ,347.03 ,353.93 ,346.33 ,509.90K ,-1.31%
"Jun 05, 2012 ",350.28 ,348.13 ,355.38 ,346.64 ,781.18K ,0.59%
"Jun 06, 2012 ",360.83 ,351.69 ,362.46 ,351.69 ,1.29M ,3.01%
"Jun 07, 2012 ",352.22 ,360.39 ,364.61 ,350.68 ,1.15M ,-2.39%
"Jun 08, 2012 ",354.46 ,351.07 ,355.91 ,349.05 ,1.05M ,0.64%
"Jun 11, 2012 ",351.73 ,355.03 ,358.11 ,349.01 ,730.86K ,-0.77%
"Jun 12, 2012 ",345.50 ,348.00 ,349.23 ,340.09 ,2.23M ,-1.77%
"Jun 13, 2012 ",348.48 ,346.24 ,350.15 ,345.63 ,912.37K ,0.86%
"Jun 14, 2012 ",346.55 ,350.46 ,350.46 ,344.57 ,852.36K ,-0.55%
"Jun 15, 2012 ",349.71 ,348.88 ,352.39 ,347.65 ,757.40K ,0.91%
"Jun 18, 2012 ",347.38 ,349.98 ,353.89 ,340.22 ,1.09M ,-0.67%
"Jun 19, 2012 ",351.12 ,346.24 ,352.39 ,346.24 ,725.53K ,1.08%
"Jun 20, 2012 ",351.51 ,351.12 ,353.18 ,349.14 ,1.28M ,0.11%
"Jun 21, 2012 ",353.05 ,348.97 ,354.59 ,348.22 ,1.20M ,0.44%
"Jun 22, 2012 ",351.56 ,345.36 ,355.47 ,345.36 ,1.12M ,-0.42%
"Jun 25, 2012 ",351.56 ,350.90 ,353.62 ,349.32 ,593.72K ,0.00%
"Jun 26, 2012 ",352.44 ,349.89 ,353.80 ,349.05 ,519.90K ,0.25%
"Jun 27, 2012 ",350.81 ,353.40 ,355.64 ,349.85 ,423.87K ,-0.46%
"Jun 28, 2012 ",350.46 ,349.36 ,351.38 ,348.18 ,796.36K ,-0.10%
"Jun 29, 2012 ",351.43 ,352.75 ,360.08 ,349.98 ,1.84M ,0.28%
"Jul 02, 2012 ",351.73 ,352.57 ,354.11 ,350.20 ,891.15K ,0.09%
"Jul 03, 2012 ",351.95 ,352.39 ,355.47 ,350.20 ,1.04M ,0.06%
"Jul 04, 2012 ",346.90 ,352.52 ,354.85 ,344.49 ,1.36M ,-1.43%
"Jul 05, 2012 ",347.69 ,346.90 ,348.75 ,343.65 ,1.37M ,0.23%
